school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,total_study_time,parent_education,alcohol_consumption,Predicted_Grade,Risk_Category,Grade_Improvement,Is_Improving,Performance_Level,Study_Efficiency,Risk_Score
0,1,16,1,0,1,4,4,4,4,1,1,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,16,10,12,11,math,2,4.0,5.0,,,1,True,Medium-Low,5.5,9.6
0,1,15,1,0,1,4,4,1,3,1,1,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,9,11,12,math,2,4.0,3.5,11.05195369720459,Medium Risk,3,True,Medium-High,6.0,6.1
0,1,15,1,0,1,4,4,3,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,0,17,16,17,math,4,4.0,1.0,15.790700016021729,Low Risk,0,False,High,4.25,5.0
0,1,15,0,0,1,4,3,4,0,0,1,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,17,16,16,math,2,3.5,1.0,,,-1,False,High,8.0,5.6
0,1,15,1,1,1,3,3,2,2,0,1,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,8,10,12,math,2,3.0,1.0,,,4,True,Medium-High,6.0,5.6
0,1,16,1,0,1,3,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,0,5,4,3,1,1,5,0,12,14,15,math,1,2.5,1.0,,,3,True,High,15.0,5.9
0,0,15,1,0,1,2,3,2,2,2,0,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,0,8,7,6,math,2,2.5,1.0,,,-2,False,Low,3.0,5.6
0,1,15,1,1,1,4,3,4,3,1,1,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,2,15,16,18,math,3,3.5,1.0,,,3,True,High,6.0,5.7
0,1,16,0,0,0,4,4,2,4,3,1,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,7,15,16,15,math,6,4.0,1.0,,,0,False,High,2.5,5.800000000000001
0,0,15,0,0,1,3,4,3,1,0,1,1,3,0,1,1,1,1,1,1,1,0,4,3,2,1,1,5,2,12,12,11,math,3,3.5,1.0,,,-1,False,Medium-Low,3.6666666666666665,5.7
0,0,15,0,0,1,2,2,0,2,3,1,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8,14,13,13,math,1,2.0,1.0,12.29638828277588,Medium Risk,-1,False,Medium-High,13.0,7.500000000000001
0,0,16,1,1,1,2,2,2,2,1,1,2,2,1,0,1,0,1,0,1,1,1,3,3,3,1,2,3,25,7,10,11,math,4,2.0,1.5,,,4,True,Medium-Low,2.75,10.4
0,1,15,1,1,1,4,4,4,2,1,2,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,12,12,12,math,1,4.0,3.0,,,0,False,Medium-High,12.0,7.9
0,1,15,1,0,1,4,4,3,4,0,0,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2,19,18,18,math,2,4.0,1.0,,,-1,False,High,9.0,6.0
0,1,15,1,0,1,2,2,3,3,0,0,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,8,8,11,math,1,2.0,1.0,,,3,True,Medium-Low,11.0,5.9
0,0,16,1,1,1,2,2,2,0,0,0,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,10,9,math,4,2.0,2.0,10.051194591522217,Medium Risk,-1,False,Low,2.25,8.3
0,0,15,1,1,0,4,3,2,2,0,1,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,8,8,6,math,2,3.5,1.0,,,-2,False,Low,3.0,7.2
0,0,16,1,1,0,3,3,2,3,1,1,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,12,11,12,11,math,2,3.0,2.5,,,0,False,Medium-Low,5.5,8.3
0,1,16,1,0,1,4,3,1,3,3,1,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,4,19,19,20,math,4,3.5,1.0,,,1,True,High,5.0,5.8
0,1,15,1,0,1,4,2,4,2,1,1,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2,15,15,14,math,2,3.0,2.0,,,-1,False,Medium-High,7.0,6.2
0,0,15,1,0,1,4,4,3,4,2,0,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,7,7,7,math,2,4.0,1.0,7.688282604217529,High Risk,0,False,Low,3.5,6.3
0,0,16,1,1,1,2,2,3,3,0,1,3,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,4,2,12,13,13,math,6,2.0,2.5,,,1,True,Medium-High,2.1666666666666665,5.1000000000000005
0,0,15,1,1,1,4,2,1,2,2,1,1,2,0,0,1,1,0,1,1,1,0,4,3,3,1,1,5,2,11,13,13,math,2,3.0,1.0,,,2,True,Medium-High,6.5,6.0
0,1,15,1,1,0,4,2,1,1,2,0,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6,11,11,10,math,2,3.0,3.5,,,-1,False,Low,5.0,7.6
0,0,15,1,0,1,4,4,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,3,3,4,2,3,5,0,8,10,11,math,1,4.0,2.5,,,3,True,Medium-Low,11.0,6.2
0,0,15,1,1,0,3,3,2,2,2,1,1,1,0,0,0,1,0,1,1,1,0,5,3,4,4,4,1,6,10,13,13,math,1,3.0,4.0,13.0705975151062,Medium Risk,3,True,Medium-High,13.0,7.7
0,0,16,1,0,0,2,1,2,2,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8,8,9,10,math,2,1.5,1.0,9.505542678833008,High Risk,2,True,Low,5.0,7.2
0,0,15,1,0,0,4,3,3,3,3,1,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0,14,15,15,math,2,3.5,1.0,,,1,True,High,7.5,5.6
0,1,15,1,0,1,4,4,4,1,3,1,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4,14,15,15,math,2,4.0,1.0,,,1,True,High,7.5,6.3999999999999995
0,1,15,1,1,1,1,2,2,0,1,0,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,9,10,9,math,2,1.5,1.0,10.004442977905274,Medium Risk,0,False,Low,4.5,6.0
0,0,16,1,0,1,4,2,3,2,0,1,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2,15,16,16,math,2,3.0,1.0,16.394213180541993,Low Risk,1,True,High,8.0,6.0
0,0,16,0,0,1,4,4,1,4,2,1,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6,10,11,11,math,2,4.0,2.5,,,1,True,Medium-Low,5.5,7.1
0,0,16,1,0,1,1,1,3,3,0,0,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6,10,8,11,math,4,1.0,5.0,,,1,True,Medium-Low,2.75,7.0
0,0,16,1,1,1,1,2,2,3,3,0,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4,8,10,9,math,2,1.5,1.0,,,1,True,Low,4.5,6.3999999999999995
0,0,16,1,0,1,4,3,4,1,1,1,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2,10,9,9,math,3,3.5,3.0,9.147524070739745,High Risk,-1,False,Low,3.0,6.1
0,0,15,1,1,1,4,3,3,3,3,0,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,10,10,10,math,2,3.5,3.0,,,0,False,Low,5.0,6.0
0,0,16,1,1,1,4,3,4,3,0,1,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,15,math,6,3.5,1.5,,,-1,False,High,2.5,4.9
0,1,15,1,0,0,4,4,2,3,3,1,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4,13,13,12,math,4,4.0,5.0,13.380033683776855,Medium Risk,-1,False,Medium-High,3.0,6.6
0,0,16,1,0,1,3,1,3,2,0,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4,7,7,6,math,4,2.0,1.5,6.847565937042236,High Risk,-1,False,Low,1.5,5.8999999999999995
0,0,15,0,1,1,2,2,1,3,3,1,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2,8,9,8,math,4,2.0,2.0,,,0,False,Low,2.0,5.6000000000000005
0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12,16,16,16,math,8,2.0,2.5,,,0,False,High,2.0,6.5
0,1,16,1,0,1,3,1,2,2,3,0,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0,13,15,15,math,8,2.0,1.0,15.485701866149903,Low Risk,2,True,High,1.875,3.8
0,1,15,1,0,1,4,2,2,2,0,1,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,10,10,10,math,4,3.0,1.0,,,0,False,Low,2.5,5.0
0,0,15,0,0,1,1,1,2,2,3,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,8,6,5,math,2,1.0,3.0,7.737338333129882,High Risk,-3,False,Low,2.5,7.0
0,1,16,1,0,1,3,1,2,2,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2,12,12,14,math,1,2.0,2.0,,,2,True,Medium-High,14.0,6.500000000000001
0,0,16,1,0,1,3,3,2,3,1,1,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54,11,12,11,math,2,3.0,3.0,,,0,False,Medium-Low,5.5,16.8
0,1,15,1,0,1,4,3,4,2,1,1,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6,9,9,10,math,2,3.5,2.5,,,1,True,Low,5.0,7.1
0,1,15,1,0,1,4,0,4,2,0,1,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8,11,11,10,math,8,2.0,1.0,11.074971694946289,Medium Risk,-1,False,Low,1.25,5.3999999999999995
0,0,16,1,0,1,2,2,2,2,3,1,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,11,math,4,2.0,2.0,,,0,False,Medium-Low,2.75,5.2
0,1,17,1,0,1,2,1,2,2,1,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,10,math,2,1.5,1.0,8.912516498565674,High Risk,2,True,Low,5.0,6.8999999999999995
0,0,16,1,0,1,3,4,0,2,0,1,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,5,math,2,3.5,1.5,,,0,False,Low,2.5,8.1
0,1,15,1,0,1,2,3,2,3,0,0,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,12,math,1,2.5,2.0,,,2,True,Medium-High,12.0,6.500000000000001
0,1,15,1,0,1,2,3,2,2,1,1,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4,11,10,11,math,3,2.5,1.5,,,0,False,Medium-Low,3.6666666666666665,6.199999999999999
0,0,15,1,1,1,3,2,3,2,3,1,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,6,math,2,2.5,1.0,,,-1,False,Low,3.0,7.6
0,1,15,1,1,1,2,2,3,3,1,1,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,15,math,4,2.0,2.0,,,0,False,High,3.75,6.0
0,0,15,1,0,1,1,1,2,2,1,0,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,math,2,1.0,2.5,,,1,True,Low,5.0,6.3
0,0,15,1,0,1,4,4,3,3,3,0,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,math,4,4.0,2.5,,,1,True,Low,2.0,7.1
0,0,16,1,1,1,2,2,0,2,0,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,math,2,2.0,1.5,7.630577697753907,High Risk,-2,False,Low,3.0,6.499999999999999
0,0,15,1,0,1,4,2,2,2,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,math,3,3.0,2.0,,,1,True,Medium-High,4.666666666666667,6.3
0,1,16,1,0,1,2,2,3,2,3,0,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10,math,4,2.0,1.0,10.513327026367188,Medium Risk,-1,False,Low,2.5,7.7
0,1,16,1,1,0,4,4,4,1,3,1,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,7,math,2,4.0,4.0,,,-1,False,Low,3.5,9.8
0,0,16,1,0,1,3,3,2,2,1,1,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,math,3,3.0,2.0,,,1,True,Low,2.6666666666666665,5.5
0,0,15,1,0,1,4,3,3,2,3,1,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,math,1,3.5,2.0,,,2,True,High,18.0,6.9
0,0,16,1,1,1,3,1,2,2,1,0,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,math,2,2.0,2.5,,,-1,False,Low,3.0,6.699999999999999
0,0,16,1,0,1,4,2,4,3,1,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,math,4,3.0,1.0,,,-1,False,Low,2.5,5.0
0,1,15,1,1,1,2,2,3,1,3,1,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14,math,4,2.0,1.0,,,3,True,Medium-High,3.5,6.2
0,0,15,0,0,1,1,1,0,2,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,math,8,1.0,1.0,,,3,True,Low,1.25,4.5
0,1,16,0,0,1,4,3,3,2,3,1,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15,math,2,3.5,1.0,15.456356372833252,Low Risk,4,True,High,7.5,6.0
0,0,16,1,0,1,2,1,2,2,0,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,math,2,1.5,1.0,,,2,True,Low,5.0,6.0
0,0,16,1,0,1,4,4,2,2,3,1,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,math,1,4.0,1.5,,,3,True,Medium-High,14.0,7.2
0,0,16,1,0,1,4,3,2,0,0,1,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,math,3,3.5,1.0,,,1,True,Low,2.6666666666666665,5.3
0,1,16,1,0,1,4,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,5,math,1,4.0,5.0,6.438193254470825,High Risk,-2,False,Low,5.0,9.5
0,1,16,1,0,1,4,4,3,4,2,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17,math,3,4.0,1.0,17.095378150939943,Low Risk,1,True,High,5.666666666666667,5.3
0,1,15,1,0,1,4,4,3,2,0,1,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14,math,1,4.0,1.0,,,4,True,Medium-High,14.0,6.7
0,0,15,1,0,1,3,2,3,2,1,1,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,math,4,2.5,1.0,,,-1,False,Low,1.5,10.2
0,1,15,1,0,0,3,4,3,2,0,1,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18,math,2,3.5,1.0,,,2,True,High,9.0,5.6
0,0,15,1,0,0,3,3,2,1,3,0,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,math,4,3.0,1.0,,,1,True,Medium-Low,2.75,7.0
0,0,15,1,0,1,2,2,2,2,0,1,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,math,4,2.0,1.0,6.562502775192261,High Risk,1,True,Low,2.0,6.6000000000000005
0,1,16,1,0,1,3,3,3,2,1,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18,math,3,3.0,1.0,17.926393852233886,Low Risk,2,True,High,6.0,5.7
0,1,15,0,0,1,4,4,2,2,1,0,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13,math,16,4.0,4.0,,,3,True,Medium-High,0.8125,3.2
0,0,16,1,1,1,4,4,1,1,2,1,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,math,3,4.0,1.0,14.523436101277667,Low Risk,2,True,High,5.333333333333333,6.1
0,1,15,1,1,0,4,4,4,4,0,1,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19,math,1,4.0,1.0,,,1,True,High,19.0,7.1000000000000005
0,0,16,0,0,1,3,3,3,2,3,0,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,math,3,3.0,1.0,,,3,True,Low,3.3333333333333335,5.6
0,0,16,1,0,1,2,2,0,2,1,1,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,math,2,2.0,1.0,,,3,True,Medium-High,6.5,7.1
0,1,15,1,1,1,4,2,4,2,0,1,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19,math,1,3.0,1.0,19.07073791503906,Low Risk,1,True,High,19.0,7.9
0,1,15,0,0,1,2,1,1,3,3,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,9,math,2,1.5,1.0,,,0,False,Low,4.5,7.2
0,1,16,1,0,1,4,4,4,4,0,0,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16,math,2,4.0,1.5,,,1,True,High,8.0,6.1
0,1,15,1,0,1,4,4,2,4,3,0,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14,math,4,4.0,1.0,,,3,True,Medium-High,3.5,5.4
0,1,16,1,0,1,3,3,2,3,1,0,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13,math,2,3.0,1.0,,,0,False,Medium-High,6.5,5.6
0,1,17,0,0,1,1,3,2,2,0,0,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,8,math,6,2.0,2.5,,,-1,False,Low,1.3333333333333333,9.0
0,1,15,1,0,1,3,4,2,2,3,0,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13,math,1,3.5,1.5,,,-1,False,Medium-High,13.0,7.2
0,0,15,1,0,1,1,2,0,3,0,1,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,math,2,1.5,1.5,15.277623958587647,Low Risk,-1,False,High,7.5,6.1
0,1,15,1,0,1,2,2,3,3,1,0,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15,math,4,2.0,1.5,,,-1,False,High,3.75,6.3
0,0,16,1,1,1,2,4,2,1,0,0,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,math,4,3.0,1.5,,,0,False,Medium-High,3.25,5.5
0,1,16,1,0,1,4,4,1,2,0,1,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13,math,1,4.0,2.5,,,-1,False,Medium-High,13.0,9.8
0,0,16,1,0,1,2,2,2,2,1,1,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,math,2,2.0,1.0,,,0,False,Low,4.0,5.6
0,1,15,1,0,1,3,4,3,3,1,0,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,math,1,3.5,2.5,,,-1,False,Medium-High,12.0,6.2
0,0,15,1,1,0,3,4,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,math,2,3.5,1.0,,,4,True,Medium-Low,5.5,5.6
0,0,19,1,0,1,0,1,0,2,0,2,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,math,2,0.5,1.0,,,2,True,Low,4.5,6.8999999999999995
0,1,18,0,0,1,2,2,3,2,3,1,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,math,1,2.0,1.5,,,-7,False,Low,0.0,6.6
0,1,16,0,0,1,4,4,4,4,0,1,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,math,1,4.0,3.5,,,0,False,High,18.0,8.0
0,0,15,0,0,1,3,4,3,4,0,0,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,math,6,3.5,2.0,,,-12,False,Low,0.0,5.2
0,0,15,1,0,1,1,1,0,2,0,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,math,3,1.0,1.5,,,-8,False,Low,0.0,5.3999999999999995
0,0,17,1,1,1,2,2,2,2,0,0,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,math,1,2.0,2.0,,,2,True,Medium-High,12.0,8.500000000000002
0,0,16,1,0,0,3,4,3,2,0,0,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,math,1,3.5,2.5,,,-1,False,Medium-Low,11.0,9.4
0,1,15,0,0,1,3,4,0,4,0,1,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,math,8,3.5,1.0,,,-9,False,Low,0.0,3.8
